Company;Model;Date;User;Rating;Usage;Review
LandRover;Defender;30 Mar 2020;Te Amo;5.0; Family Car;One of the best suv ever seen. Hats off for the design. 💯 recommended for those who can afford.
LandRover;Defender;16 Nov 2020;Sai Ganjikunta;4.3; Family Car;good good good good good good good
