Company;Model;Date;User;Rating;Usage;Review
MercedesBenz;SClassCabriolet;1 Mar 2020;HINDUSTAN GAMER;4.0; Family Car;Good car if you can afford it and its maintenance
MercedesBenz;SClassCabriolet;27 Dec 2018;Anil Gurjar;5.0; Family Car ;My dream car best car kkkkkkkkk
MercedesBenz;SClassCabriolet;23 Feb 2019;Xahinsha Xah..;5.0; Family Car ;It is very good
