Company;Model;Date;User;Rating;Usage;Review
MercedesBenz;BClass;25 Oct 2019;Kommana Vasu..;5.0; Daily Commute ;very good condition comfortable Benz tourer with*Panaromic sunroof*Reverse camera*Driving modes/paddle shifters13kmpl city*Driver seat memory/lumbar support
MercedesBenz;BClass;22 Oct 2019;Vamsi Bablu;5.0; Family Car ;very good conditioncomfortable Benz tourer with panaromi sunroof, reverse camera,Driving modes/paddle shiftters,Android auto,apple carplay/8-intch screen
