Company;Model;Date;User;Rating;Usage;Review
Bugatti;Veyron;27 Jan 2019;;3.7; Daily Commute ;Beast on road and for pocket too
Bugatti;Veyron;21 Jan 2019;Kanwar Singh;5.0; Daily Commute ;Very nice just for a real driver
