Company;Model;Date;User;Rating;Usage;Review
MercedesBenz;CLClass;2 Oct 2020;Dr Shriram;5.0; Daily Commute ;It is luxurious and smooth driving whenever you drive it is like smoother change in the speed or inertia It has all safety features specially when yu r on highway and with speeding gear that vehicles gives yu steadiness on road is amazing
MercedesBenz;CLClass;3 Nov 2020;Ashish Thombare;2.7; Occasional Commute ;Ok not bad but not happy with mileage.Comfort is good but not ecofriendly.But efficiency should be good.
