Company;Model;Date;User;Rating;Usage;Review
RollsRoyce;Cullinan;19 Sep 2020;Mahesh T;5.0; Daily Commute | Occasional Commute;Best in class ... smooth and easy to get in city road's the performance was ultimate .. l totally fell in love with it
RollsRoyce;Cullinan;26 Aug 2019;Whatever It;4.0; Family Car | Occasional Commute | Daily Commute | Tours ;Good car for offroading.Also for normal ride
