Company;Model;Date;User;Rating;Usage;Review
Hyundai;Tucson;4 Sep 2020;Abner Panaga;4.3; Family Car | Occasional Commute ;if you love speed.. this is the car to have! hyundai tucson CRDI GL 6 AT is one of my fav amongst my vehicles..low maintainance..
