Company;Model;Date;User;Rating;Usage;Review
Jeep;GrandCherokee;17 Feb 2020;Shobitro Cha..;4.7; Occasional Commute | Tours;Although this is a very good mid size SUV car, the cost is very high same like the price of Land Rover Discovery or Mercedes GLE class. Jeep Grand Cherokee cost is very high because it is directly imported to India or it is in the likes of Toyota Fortuner or Isuzu Mux.
Jeep;GrandCherokee;20 Apr 2019;John Paul;4.3; Family Car | Tours ;Excellent car and nice performance
